ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_19;2016-04;Provence Alpes Côte d'Azur;13954;13507;447;2054;84.8;5.6;Les mouvements sociaux du mois d'avril expliquent l'augmentation du nombre d'annulations. Des difficultés de production ont entrainé une baisse de notre régularité et de notre ponctualité.
TER_20;2016-04;Rhône Alpes;25639;25346;293;3069;87.9;7.3;Le taux des trains supprimés continuent à s'améliorer quant à la régularité elle stagne depuis 3 mois.Elle est impactée par les événements externes , Infrastructure et Matériel
TER_2;2016-05;Aquitaine;7233;7081;152;1147;83.8;5.2;"Les travaux en gare de Bordeaux, mais également sur l'ensemble du territoire Aquitain, mettent en difficulté la circulation des trains, notamment en sud aquitaine vers Hendaye où de forts ralentissements sont ressentis.
Incidents du mois : interruption des circulations pendant 11H pour les travaux du BFB, multiples arbres sur voie suite à intempéries, des mouvements sociaux nationaux reconductibles et début des travaux d'accéssibilité PMR en gare de Bordeaux."
TER_9;2016-05;Franche Comté;5268;5182;86;419;91.9;11.4;Le taux de ponctualité au terminus connait une hausse d'un point comparé au mois d'avril 2016. Une grande part de l'irrégularité est dûe à un nombre de causes externes en augmentation (Heurt d'un chevreuil le 02/05, Heurts de chevaux le 23/05, Incident caténaire (chute d'arbre) le 31/05...).
TER_16;2016-05;Pays de la Loire;9853;9731;122;782;92.0;11.4;
TER_19;2016-05;Provence Alpes Côte d'Azur;14403;13948;455;2126;84.8;5.6;Les difficultés de production du mois de mai ne nous permettent pas d'atteindre notre objectif de 85% avec une fin de mois perturbée par les mouvements sociaux.
TER_1;2016-06;Alsace;15941;15730;211;895;94.3;16.6;Mouvement social reconduit
TER_4;2016-06;Basse Normandie;2295;2252;43;258;88.5;7.7;"La première moitié du mois de juin a été dominée par les mouvements sociaux. Durant cette période, la production a été perturbée par diverses actions de manifestants (obstruction, pétards...). Le début du mois est aussi marqué par les intempéries sur Paris Rive Gauche qui ont fortement perturbé la production sur l'axe Paris-Granville.
Durant la seconde partie du mois, la reprise du service normal a été marquée par de nombreuses difficultés matériels et beaucoup de retards dus à des correspondances avec des trains Intercités."
TER_6;2016-06;Bretagne;7438;7355;83;327;95.6;21.5;
TER_7;2016-06;Centre;6654;6476;178;752;88.4;7.6;"""Les conséquences des intempéries (inondations, effondrements et affaissements de talus) corrélées au mouvement social font deJuin un mois qui restera dans les heures noires de la Région Centre.
La seconde quinzaine du mois est plutôt bonne malgré quelques incidents pénalisants indirectement liés aux intempéries."""
TER_18;2016-06;Poitou Charentes;2411;2368;43;299;87.4;6.9;"Un mois de juin ponctué par 2 évènements majeurs : un mouvement social reconductible qui a duré du 01 juin au 16 juin ainsi que la fermeture totale de la ligne aux circulations entre Niort et La Rochelle. Cet axe Niort-La Rochelle était prévu être rouvert le lundi 20 juin ; des difficultés dans la restitution des travaux ont conduit à prolonger le plan de transport bus jusqu'au 24 juin puis de reprendre progressivement les circulations ferrées le lendemain (avec plusieurs limitations de vitesse afin de stabiliser la voie).
Le mouvement social reconductible représente, pour sa part, 30% de l'offre mensuelle qui n'a pas été réalisée."
TER_1;2016-07;Alsace;16685;16479;206;635;96.1;25.0;
TER_11;2016-07;Languedoc Roussillon;4930;4825;105;739;84.7;5.5;
TER_17;2016-07;Picardie;9708;9497;211;889;90.6;9.7;Un mois en amélioration mais toutefois en-dessous de l'objectif, avec de nombreuses causes externes : Intempéries avec fortes chaleurs et orages, actes de malveillance et dérangements d'installations Infra. Toujours un lourd impact du Matériel également.
TER_2;2016-08;Aquitaine;9179;9025;154;980;89.1;8.2;"Des travaux en gare de Bordeaux mettent en difficulté le service voyageurs  en gare; des limitations de vitesse entre Bayonne et Biarritz suite à des instabilités de la voie pénalisent la ligne Bordeaux Hendaye.Incidents du mois : accidents de personnes en gare de Cadaujac et de Libourne, incendie aux abords de la voie à Bon Encontre...."
TER_13;2016-08;Lorraine;11771;11666;105;422;96.4;26.6;
TER_14;2016-08;Midi Pyrénées;8038;7910;128;826;89.6;8.6;"1. Dérangements d'installations (3 457 minutes perdues)
2. Cause Externe (4 790 minutes perdues)
3. Matériel TER (1 958 minutes perdues)
4. Autre transporteur Sncf (951 minutes perdues)"
TER_7;2016-09;Centre;9025;8907;118;824;90.7;9.8;"Un mois difficile sur l'ensemble des lignes Centre avec deux familles de causes en augmentation : externes avec colis suspects (5 sur ce mois, des bagages abandonnés en gare) et les intempéries du 14 (vents violents et fortes pluies) ; Réseau avec plusieurs ralentissements suite à des défauts sur la voie et des séquences travaux. Côté suppression, on constate une amélioration du résultat par rapport à ces derniers mois, la part pour absence ADC étant en nette diminution."
TER_12;2016-09;Limousin;4259;4218;41;453;89.3;8.3;"De manière générale, les principaux retards en Septembre sont liés :
• Aux défaillances de l’infrastructure  pour 3,6 points suite en particulier à la mise en place de LTV pour des défauts de géométrie de la voie sur ligne 4 représentant 50% de l’ensemble de l’irrégularité pour ce domaine. A cela se rajoutent  des dérangements d’installations de sécurité : PN, signaux sur lignes 2 et 10,  intervalle sur ligne 3… A noter un dérangement sur le plan national du système GSM/GFU la journée du 23 sept.
• Aux causes externes pour 3,15 points avec une recrudescence des divagations et heurts de bestiaux en particulier ciblés sur la ligne 2. La journée du 14 septembre a vécu de fortes intempéries avec un très fort impact sur la régularité  suite de nombreuses chutes d’arbres.  A cela se rajoutent quelques événements comme des bris de barrière et la découverte d’un corps sur la ligne de Poitiers le 05 sept.
 • Aux défaillances du matériel roulant (1,6 point), en stagnation, avec en particulier des avaries techniques (portes, moteurs isolés, problèmes d’alimentation pneumatique, avarie de frein…), plus  des sorties tardives dépôt avec une journée noire le 12 sept.  
•  Aux correspondances et prises en charge clientèle (0,9 point), restant à un taux élevé avec en grande majorité des évènements liés aux retards des Intercites sur Palito.
• A des causes liées aux conducteurs et ASCT pour à peine 0,3 point.
• A quelques causes liées à la circulation ferroviaire et travaux pour  à peine 0,6 point (difficulté de croisement et LPV sur ligne 3,  dérangements d’installations suite travaux…)

Suppressions :
 •  pour défauts ou défaillances de matériel.
• pour absences et/ou défaut de conducteurs.
•  liées à des dérangements d’installations de sécurité.
•  pour causes externes dont plus de la moitié sont ciblées sur la journée de fortes intempéries du 14 sept."
TER_7;2016-10;Centre;8582;8507;75;636;92.5;12.4;"Un mois automnale plutôt bon, les principales causes de retard du mois ont pour origine une part importante de ralentissements pour des défauts de voie ; travaux en cours et dérangements d'installation (aiguillage et signalisation). Une part plus importante qu'habituellement d'interdépendance (espacement entre circulation) avec les trains de longs parcours (TGV et Intercités). Enfin plusieurs cas de colis suspect ont nécessité l'application par les forces de l'ordre de mesures toujours contraignantes (fermeture de gare ; interruption du trafic) principalement l'incident du 04/10 en gare de Tours avec plus de 30 TER impactés. Le nombre de suppressions revient à un niveau plus acceptable (moins de 1% du service)."
TER_8;2016-10;Champagne Ardenne;6101;6062;39;384;93.7;14.8;"La production a été pénalisée par :
- d'importantes tensions sur le matériel et le personnel de conduite ;
- de nombreux dérangements d'installations diverses (passages à niveau / signaux / aiguilles / ...) ;
- quelques accidents de personne  (2 le 07 en région parisienne et 1 à Mourmelon le 20) ;
- quelques aléas externes (intrusions dans les emprises ferroviaires / heurts d'animaux sauvages / patinages-enrayages suite à la chute des feuilles sur les rails)."
TER_13;2016-10;Lorraine;15045;14804;241;827;94.4;16.9;
TER_14;2016-10;Midi Pyrénées;8305;8229;76;811;90.1;9.1;"1. Cause Externe (3 470 minutes perdues)
2. Dérangements d'installations (2 275minutes perdues)
3. Matériel TER (1 569 minutes perdues)
4. Autre transporteur SNCF (960 minutes perdues)"
TER_1;2016-11;Alsace;18981;18711;270;1424;92.4;12.1;"Ralentissement suite travaux entre Strasbourg et Saverne + 
colis abandonnés en constante augmentation +"
TER_2;2016-11;Aquitaine;8870;8743;127;1135;87.0;6.7;"Les travaux en gare de Bordeaux pénalisent la ponctualité origine de cet important nœud ferroviaire. D'importants ralentissements en ligne, notamment sur la ligne Bayonne Tarbes pénalisent la régularité.
Incidents du mois : patinage et enrayage importants sur plusieurs lignes d'Aquitaine. Défaut alimentation 10Kv entre Croix d'Hins et Talence Médoquine."
TER_3;2016-11;Auvergne;4808;4688;120;433;90.8;9.8;pb matériel(1,38%)-production TER(1,23%)-ADC TER (0,78%)
TER_5;2016-11;Bourgogne;7170;7091;79;1338;81.1;4.3;Mois pénalisé par des LTV dans les deux sens sur Dijon-Macon, Dijon-Laroche, Laroche-Paris et Dijon-Nevers
TER_14;2016-11;Midi Pyrénées;8135;7761;374;1166;85.0;5.7;"1. Cause Externe (8 075 minutes perdues)
2. ADC TER (1 577 minutes perdues)
3. Escale Prise en charge client (1 632 minutes perdues)
4. Dérangements d'installations (1 757 minutes perdues)"
TER_17;2016-11;Picardie;10576;10335;241;1746;83.1;4.9;Un très mauvais mois avec un lourd impact des intempéries, des gènes des circulation et des dérangements d'installations de l'Infra. La LTV est toujours en place à Rochy-Condé, jusqu'au 21/11, et pénalise fortement la régularité.
TER_20;2016-11;Rhône Alpes;26300;25916;384;4506;82.6;4.8;"Dégradation en novembre due à une forte augmentation des éléments externes; on retrouve aussi un impact des sujets Infrastructure ainsi que les items liés au produit train"
TER_8;2016-12;Champagne Ardenne;7151;7033;118;383;94.6;17.4;"""1) Fortes tensions sur le matériel et le personnel de conduite ;
2) Plusieurs accidents de personnes (le 01 et le 17 à Esbly ; le 07 à Champagne-Ardenne TGV ; le 09 à Epernay) ; 
3) Mise en œuvre du Service Annuel 2017 le 11 avec de nombreux trains supplémentaires."""
TER_12;2016-12;Limousin;4205;4110;95;566;86.2;6.3;"""De manière générale, les principaux retards en Décembre sont liés :
• Aux défaillances de l’infrastructure  pour 3,2 points suite en particulier à la mise en place de LTV pour des défauts de géométrie de la voie sur ligne 4 représentant plus de 50% de l’ensemble de l’irrégularité pour ce domaine. En outre, des mesures spécifiques d’exploitation de la ligne 5 mises en place du fait de la constatation de déshuntages sur une zone bien ciblée ont contribué aux difficultés de mise en œuvre du plan de transport.  A cela se rajoutent  des dérangements d’installations de sécurité : PN, signaux, appareils de voie, caténaire…
• Aux causes externes pour moins de 3 points avec une prépondérance de retards pour adhérence dégradée (dans une mesure bien moindre que le mois précédent). A cela se rajoutent  des divagations et heurts de bestiaux, personnes aux abords des voies, plus chocs véhicules sur PN.
• Aux défaillances du matériel roulant (2,2 point), en baisse de 1 point par rapport au mois précédent, avec en particulier des sorties tardives liées à des problématiques de gestion en maintenance et en remisage au dépôt. Des restrictions sur les engins comme des moteurs isolés qui génèrent des non respects de marche tracée. 
• A la gestion des ressources pour 1,8 point avec principalement des ruptures de séquence dans la commande et le bouclage des ressources.
•  Aux correspondances et prises en charge clientèle, en baisse à 0,9 point, subissant l’effet pour la grande majorité des évènements liés aux retards des Intercites sur Palito.
• A des causes liées aux conducteurs et ASCT pour environ 0,4 point.
• A des causes liées à la circulation ferroviaire et travaux.
Suppressions :
• pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
•  pour absence ASCT.
•  pour mesures prises sur ligne 5 suite déshuntage.
•  pour causes externes (choc voitures PN, malaise voyageurs,…)
•  suite panne d’un autre transporteur sur ligne 1"
TER_20;2016-12;Rhône Alpes;28178;27760;418;4190;84.9;5.6;Le taux de ponctualité se redresse en décembre avec en éléments marquants les événements Infrastructure et Matériel.
TER_6;2017-01;Bretagne;8208;8147;61;320;96.1;24.5;
TER_2;2017-02;Aquitaine;8570;8301;269;798;90.4;9.4;Les travaux en gare de Bordeaux pénalisent la ponctualité origine de cet important nœud ferroviaire. La 1ère quinzaine du mois de février reste marquée par une forte incidentologie (dont tempêtes), combinée à une crise matériel, ayant pénalisé la production. La 2ème quinzaine marque elle, un franc redressement. Des ralentissements sur le réseau impactent très fortement la régularité des lignes Bayonne-Pau et Périgueux Brive.
TER_16;2017-02;Pays de la Loire;10741;10604;137;672;93.7;14.8;
TER_6;2017-03;Bretagne;8349;8265;84;224;97.3;35.9;
TER_11;2017-03;Languedoc Roussillon;4480;4379;101;463;89.4;8.5;Un bon mois pour le languedoc roussillon qui atteint son objectif ponctualité.Les causes externes restent encore une fois très impactantes sur nos résultats. (accidents de personnes et chute d'arbre sur les voies)
TER_12;2017-03;Limousin;4246;4172;74;334;92.0;11.5;"""Les principaux retards en Mars sont liés :
• Aux défaillances de l’infrastructure  pour quasi 2 points suite en particulier à la mise en place de nouvelles LTV pour des défauts de géométrie de la voie sur ligne 2. A cela se rajoutent  des dérangements d’installations de sécurité : PN , signaux, appareils de voie, block,… ainsi que des dérangements du système d’exploitation CCVIG de la ligne 8 (Limoges – Ussel)
• Aux causes externes  pour  2,4 points  avec principalement des épisodes venteux voire tempétueux sur le mois (journée du 06 mars par exemple)
• Aux défaillances du matériel roulant (1,3 point), en légère baisse par rapport au mois précédent (1,9 point), avec en particulier des avaries  de matériel en ligne. Il est à noter une baisse notable des sorties tardives dépôt, pour lesquelles la grandes majorité restent liées à des défaillances à la prise de service du conducteur.
• A la gestion des ressources pour 0,5 point avec principalement des ruptures de séquence dans la commande et le bouclage des ressources mais aussi gestion du matériel. A noter une journée difficile le 22 mars sur ligne 2 sur la gestion en opérationnel des choix de circulation suite avarie d’un engin.
•  Aux correspondances et prises en charge clientèle, à 0,4 point en baisse par rapport aux mois précédents du fait de l’évolution des scénarios de priorisation de circulation avec Intercites.
• A des causes liées aux conducteurs et ASCT pour environ 0,7 point dont une majorité côté traction est liée à des non respects de marches tracées sur la LTV de ligne Limoges Angoulême.
• A des causes liées à la circulation ferroviaire et travaux pour 0,55 point (avec mise en place de LTV pour les travaux).
Suppressions :
•  pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
•  pour absence ASCT.
•  pour causes externes (tempête)
•  pour dérangement d’installations de sécurité
"""
